property_scope,availability,location,bedrooms,total_sqft,bathrooms,balconies,buying_status,BER,renovation_needed,price_per_sqft,sqft_per_room,log_total_sqft,log_price_per_sqft
Extended Coverage,0,DCC,2,1205.0,2,1,1,2,1,555.73,301.25,7.095064377287131,6.322080382726186
Extended Coverage,0,Fingal,2,1233.0,2,3,1,3,1,920.52,308.25,7.1180162044653335,6.826024480618251
Extended Coverage,0,South Dublin,2,1312.0,2,3,0,3,1,596.91,328.0,7.180069874302796,6.393440240951878
Extended Coverage,0,Dun Laoghaire,3,1449.0,3,2,0,5,2,704.97,241.5,7.27931883541462,6.559572743672545
Extended Coverage,0,South Dublin,2,1090.0,2,1,0,4,2,562.29,272.5,6.994849985833071,6.333794593213355
Extended Coverage,0,Dun Laoghaire,3,1390.0,2,3,0,3,1,510.75,278.0,7.237778191923443,6.2378362245413985
Extended Coverage,0,DCC,2,1200.0,2,3,1,2,1,737.75,300.0,7.0909098220799835,6.604959568720308
Land Parcel,0,South Dublin,4,600.0,2,2,0,4,2,945.83,100.0,6.398594934535208,6.853119562815922
Extended Coverage,0,South Dublin,2,1000.0,2,2,0,3,1,658.3,250.0,6.90875477931522,6.491178666119254
Extended Coverage,355,Dun Laoghaire,3,1732.0,3,1,0,4,2,561.8,288.6666666666667,7.457609289715606,6.332924325240234
Extended Coverage,0,DCC,2,1290.0,2,2,0,4,2,703.88,322.5,7.1631723908466425,6.558027575558475
Extended Coverage,0,Fingal,3,1840.0,3,3,0,3,1,524.32,306.6666666666667,7.518064181233078,6.264007600716959
Extended Coverage,0,Dun Laoghaire,3,1917.0,4,2,1,7,2,592.07,273.85714285714283,7.559038255443384,6.385312435875956
Constructed Space,0,Fingal,2,1100.0,2,2,1,4,2,588.14,275.0,7.00397413672268,6.378663846409254
Extended Coverage,0,South Dublin,3,1455.0,2,3,1,1,0,468.04,291.0,7.283448228756631,6.150688052655959
Extended Coverage,0,South Dublin,3,1425.0,2,2,0,7,2,517.72,285.0,7.262628600974241,6.251364238547311
Extended Coverage,352,Dun Laoghaire,3,1655.0,3,1,1,1,0,774.95,275.8333333333333,7.412160334945205,6.654088085117634
Extended Coverage,0,Fingal,2,1040.0,2,1,0,1,0,510.64,260.0,6.947937068614969,6.237621252731192
Extended Coverage,0,DCC,2,1126.0,2,1,0,6,2,554.4,281.5,7.027314514039777,6.319688574872699
Extended Coverage,0,Dun Laoghaire,2,1250.0,2,1,1,1,0,504.39,312.5,7.1316985104669115,6.225330408450468
Land Parcel,0,Dun Laoghaire,4,1800.0,4,2,0,4,2,1135.0,225.0,7.496097345175956,7.035268599281097
Land Parcel,0,Other,2,1200.0,2,0,0,1,0,501.29,300.0,7.0909098220799835,6.219177642136562
Constructed Space,0,Fingal,4,2050.0,3,1,0,6,2,553.66,292.85714285714283,7.62608275807238,6.318355313410043
Extended Coverage,0,Dun Laoghaire,1,530.0,1,1,1,1,0,630.46,265.0,6.274762021241939,6.448034598533415
Extended Coverage,0,South Dublin,2,883.0,2,1,0,7,2,475.59,220.75,6.784457062637643,6.166656582488999
Extended Coverage,0,Dun Laoghaire,3,1490.0,2,2,1,4,2,454.0,298.0,7.307202314764738,6.12029741895095
Extended Coverage,0,DCC,2,1295.0,2,2,0,2,1,832.63,323.75,7.16703787691222,6.725789658835218
Extended Coverage,0,South Dublin,3,1275.0,3,1,0,6,2,525.22,212.5,7.151485463904735,6.265719376245732
Extended Coverage,0,Fingal,2,800.0,2,2,0,6,2,425.62,200.0,6.68586094706836,6.055893687263672
Extended Coverage,0,DCC,1,1200.0,1,0,0,5,2,898.54,600.0,7.0909098220799835,6.8018835215513915
Extended Coverage,0,DCC,2,1063.0,2,1,0,7,2,619.29,265.75,6.96979066990159,6.430187110617461
Extended Coverage,0,DCC,1,656.0,1,1,0,2,1,743.98,328.0,6.48768401848461,6.613357372381625
Extended Coverage,0,Other,2,1125.0,2,2,0,1,0,363.2,281.25,7.026426808699636,5.897703167293508
Extended Coverage,352,Fingal,2,881.0,2,1,1,7,2,619.16,220.25,6.782192056006791,6.429977509262347
Constructed Space,0,DCC,2,700.0,1,1,0,6,2,518.86,233.33333333333334,6.55250788703459,6.253559544557132
Land Parcel,0,Fingal,3,1936.0,3,0,0,6,2,644.89,322.6666666666667,7.5688956634069955,6.470629210645778
Extended Coverage,352,DCC,3,1680.0,3,1,0,5,2,682.35,280.0,7.427144133408616,6.5270071734108095
Extended Coverage,0,South Dublin,2,1253.0,2,2,0,5,2,516.32,313.25,7.134093721192866,6.248661638547044
Extended Coverage,0,DCC,3,1082.0,3,2,0,3,1,524.49,180.33333333333334,6.9874902470009905,6.264331160640224
Constructed Space,352,Dun Laoghaire,2,1065.0,2,1,0,5,2,327.71,266.25,6.97166860472579,5.795175903085411
Extended Coverage,352,South Dublin,3,2100.0,4,2,0,4,2,783.69,300.0,7.650168700845001,6.6652887353285095
Extended Coverage,0,Dun Laoghaire,2,1070.0,2,1,0,7,2,615.23,267.5,6.976348070447749,6.423620270469191
Extended Coverage,259,Fingal,3,1280.0,3,2,0,3,1,510.75,213.33333333333334,7.155396301896734,6.2378362245413985
Constructed Space,230,Fingal,2,1125.0,2,1,0,7,2,295.1,281.25,7.026426808699636,5.690697235107546
Extended Coverage,0,Dun Laoghaire,3,1755.0,3,2,0,3,1,789.0,292.5,7.470793774195062,6.672032945461067
Extended Coverage,0,Dun Laoghaire,2,1210.0,2,1,1,6,2,506.53,302.5,7.099201743553092,6.229555822469313
Extended Coverage,261,Fingal,2,951.0,2,2,0,5,2,363.18,237.75,6.858565034791365,5.897648250903697
Constructed Space,108,Dun Laoghaire,3,1500.0,2,1,1,7,2,567.5,300.0,7.313886831633462,6.343001313190591
Extended Coverage,0,Fingal,3,1652.5,3,2,0,7,2,618.15,275.4166666666667,7.410649532421847,6.428347569661107
Extended Coverage,0,DCC,3,1381.0,2,2,1,6,2,626.1,276.2,7.231287004327616,6.441106017548975
Extended Coverage,352,Dun Laoghaire,2,1085.0,2,1,0,6,2,596.27,271.25,6.990256500493881,6.392369272459815
Extended Coverage,108,Dun Laoghaire,1,905.0,1,1,1,1,0,627.07,452.5,6.80903930604298,6.442651625224594
Extended Coverage,0,Fingal,3,1685.0,3,2,1,5,2,639.91,280.8333333333333,7.430114138561801,6.462889041446654
Extended Coverage,0,South Dublin,2,1200.0,2,2,0,6,2,709.38,300.0,7.0909098220799835,6.5658000381285
Extended Coverage,0,South Dublin,2,1151.0,2,1,1,3,1,423.04,287.75,7.049254841255837,6.049827790404897
Extended Coverage,0,Dun Laoghaire,3,1665.0,3,2,0,3,1,592.45,277.5,7.418180822726788,6.385952964502514
Constructed Space,0,Fingal,2,800.0,2,1,0,4,2,567.5,200.0,6.68586094706836,6.343001313190591
Extended Coverage,0,South Dublin,2,1030.0,2,2,0,5,2,512.4,257.5,6.93828448401696,6.24105526843704
Extended Coverage,0,DCC,2,1257.0,2,1,1,6,2,641.36,314.25,7.1372784372603855,6.46514889419329
Extended Coverage,352,Dun Laoghaire,3,1600.0,3,2,0,6,2,581.69,266.6666666666667,7.3783837129967145,6.367655312512151
Extended Coverage,0,South Dublin,3,1465.0,3,3,0,4,2,581.06,244.16666666666666,7.290292882446597,6.366573535201247
Extended Coverage,0,DCC,3,1650.0,3,2,1,7,2,763.55,275.0,7.409136443920128,6.63928742545416
Extended Coverage,0,Fingal,2,1243.0,2,2,0,7,2,420.03,310.75,7.126087273299125,6.042704090050949
Land Parcel,230,Dun Laoghaire,4,1230.0,4,2,0,7,2,738.21,153.75,7.115582126184454,6.605582048374498
Extended Coverage,0,DCC,2,1300.0,2,2,0,1,0,715.92,325.0,7.170888478512505,6.574964258363397
Constructed Space,0,DCC,2,1000.0,2,1,0,3,1,505.08,250.0,6.90875477931522,6.226694759557339
Extended Coverage,0,Fingal,2,1146.0,2,1,1,4,2,532.84,286.5,7.044905117129371,6.280096168595351
Extended Coverage,0,Fingal,3,2159.0,3,2,0,3,1,578.28,359.8333333333333,7.67786350067821,6.361785953080565
Extended Coverage,0,Dun Laoghaire,2,1255.0,2,2,0,4,2,361.75,313.75,7.135687347028144,5.893713891764297
Extended Coverage,0,Fingal,2,1130.0,2,2,1,2,1,602.65,282.5,7.030857476116121,6.402994559778397
Extended Coverage,0,South Dublin,2,1200.0,2,1,0,3,1,567.5,300.0,7.0909098220799835,6.343001313190591
Constructed Space,0,Dun Laoghaire,2,1040.0,2,1,0,3,1,403.8,260.0,6.947937068614969,6.003393117973256
Land Parcel,0,Fingal,4,906.0,3,2,0,3,1,689.02,129.42857142857142,6.810142450115136,6.5367205826784796
Extended Coverage,0,Dun Laoghaire,2,1180.0,2,1,0,4,2,397.25,295.0,7.074116816197362,5.987079948790158
Extended Coverage,0,DCC,2,1200.0,2,3,0,1,0,444.54,300.0,7.0909098220799835,6.099287029636728
Constructed Space,0,Dun Laoghaire,3,1374.0,3,2,0,3,1,421.29,229.0,7.226209010100671,6.0456922818110765
Extended Coverage,0,Fingal,2,1027.0,2,2,0,2,1,486.27,256.75,6.93537044601511,6.188818384235889
Extended Coverage,0,DCC,3,2384.0,4,2,1,5,2,785.55,340.57142857142856,7.776954403322442,6.6676562932685135
Extended Coverage,231,Dun Laoghaire,3,1033.0,2,2,0,7,2,312.15,206.6,6.9411900550683745,5.746682308971422
Extended Coverage,0,Dun Laoghaire,2,1200.0,2,1,0,6,2,510.75,300.0,7.0909098220799835,6.2378362245413985
Constructed Space,0,Fingal,3,2017.0,3,2,0,2,1,590.85,336.1666666666667,7.609862200913554,6.383253224399903
Land Parcel,0,Other,3,1500.0,3,2,1,4,2,1044.2,250.0,7.313886831633462,6.951963533646458
Extended Coverage,0,Fingal,2,700.0,2,0,0,1,0,697.21,175.0,6.55250788703459,6.548519917112053
Extended Coverage,0,Dun Laoghaire,3,1495.0,2,2,1,5,2,397.29,299.0,7.310550158534422,5.98718038316893
Extended Coverage,0,DCC,2,1302.0,2,1,0,2,1,597.14,325.5,7.172424577124845,6.393824840262668
Constructed Space,77,Dun Laoghaire,1,905.0,1,1,1,2,1,652.15,452.5,6.80903930604298,6.4818068119325725
Extended Coverage,0,Fingal,2,1303.0,2,1,0,6,2,485.97,325.75,7.1731917424865985,6.18820251954242
Constructed Space,0,DCC,3,1350.0,3,0,1,7,2,596.93,225.0,7.208600337960199,6.393473690242756
Extended Coverage,0,DCC,3,1380.0,2,2,0,1,0,781.34,276.0,7.2305631534092925,6.662289428663436
Extended Coverage,0,DCC,3,1620.0,3,1,1,5,2,770.68,270.0,7.390798521735676,6.648569956320662
Extended Coverage,0,Dun Laoghaire,2,1000.0,2,1,1,4,2,436.98,250.0,6.90875477931522,6.082173247233444
Extended Coverage,108,Dun Laoghaire,2,1250.0,1,1,1,4,2,490.32,416.6666666666667,7.1316985104669115,6.197095646670894
Constructed Space,0,Fingal,3,1750.0,3,3,0,3,1,1102.57,291.6666666666667,7.467942332285852,7.006305658211413
Extended Coverage,0,Fingal,3,997.0,3,2,0,2,1,626.13,166.16666666666666,6.905753276311464,6.4411538556648
Extended Coverage,288,DCC,3,1760.0,3,2,0,6,2,715.82,293.3333333333333,7.473637108496206,6.574824763057188
Extended Coverage,0,Dun Laoghaire,2,1322.0,2,2,1,3,1,643.91,330.5,7.187657164114956,6.469110772176154
Land Parcel,0,Fingal,3,1365.0,3,0,0,3,1,823.19,227.5,7.2196420401307355,6.714401085853679
Extended Coverage,0,Fingal,3,1500.0,3,2,0,4,2,945.83,250.0,7.313886831633462,6.853119562815922
Extended Coverage,0,DCC,3,1256.0,2,2,0,4,2,451.83,251.2,7.136483208590247,6.115516779111207
Extended Coverage,0,DCC,2,941.0,2,2,0,1,0,578.96,235.25,6.848005274576363,6.362959135644993
Extended Coverage,0,Dun Laoghaire,3,1665.0,3,2,1,1,0,590.2,277.5,7.418180822726788,6.382154369633992
Extended Coverage,0,Fingal,2,1414.0,2,1,0,2,1,675.7,353.5,7.254884810077338,6.5172280432381795
Extended Coverage,0,Fingal,3,1270.0,2,3,0,7,2,493.77,254.0,7.147559271189454,6.204093008122425
Land Parcel,0,Fingal,3,800.0,2,2,1,1,0,1135.0,160.0,6.68586094706836,7.035268599281097
Constructed Space,0,Fingal,2,850.0,2,0,0,7,2,467.35,212.5,6.7464121285733745,6.14921587965514
Extended Coverage,80,Dun Laoghaire,1,712.0,1,1,0,5,2,612.77,356.0,6.569481420414296,6.419620265135845
Land Parcel,0,DCC,2,900.0,2,0,0,5,2,693.61,225.0,6.803505257608338,6.543350536981463
Extended Coverage,0,Dun Laoghaire,2,1200.0,2,1,1,4,2,463.46,300.0,7.0909098220799835,6.140875440444677
Extended Coverage,0,Fingal,1,654.0,1,1,0,7,2,381.8,327.0,6.484635235635252,5.947512659578799
Extended Coverage,0,Fingal,2,708.0,1,1,1,1,0,881.71,236.0,6.5638555265321274,6.782996720839324
Constructed Space,0,Fingal,3,1680.0,3,3,0,6,2,912.05,280.0,7.427144133408616,6.816790643608043
Extended Coverage,0,Fingal,2,990.0,2,2,0,6,2,664.95,247.5,6.898714534329988,6.50121459264704
Extended Coverage,0,Dun Laoghaire,2,1380.0,2,1,0,7,2,345.43,345.0,7.2305631534092925,5.847680778019108
Extended Coverage,138,Dun Laoghaire,2,1088.0,2,2,1,1,0,646.78,272.0,6.9930151229329605,6.473551132534166
Extended Coverage,0,DCC,3,1414.0,3,2,0,6,2,622.08,235.66666666666666,7.254884810077338,6.434674921458405
Constructed Space,0,Fingal,2,1240.0,2,1,0,7,2,915.32,310.0,7.123672785204607,6.820365648645547
Constructed Space,0,Fingal,3,1810.0,3,3,0,2,1,739.94,301.6666666666667,7.501634457883413,6.607919650357786
Extended Coverage,0,DCC,2,1185.0,2,2,0,2,1,555.53,296.25,7.078341579557671,6.321721077618392
Land Parcel,291,Dun Laoghaire,3,1200.0,3,2,0,4,2,540.54,200.0,7.0909098220799835,6.294416932595607
Extended Coverage,0,Dun Laoghaire,2,1070.0,2,1,0,3,1,551.59,267.5,6.976348070447749,6.314616316053408
Extended Coverage,0,Fingal,2,1265.0,2,1,0,7,2,520.4,316.25,7.143617602704121,6.256517501499402
Constructed Space,0,Fingal,2,1100.0,2,1,0,6,2,567.5,275.0,7.00397413672268,6.343001313190591
Constructed Space,0,Fingal,2,1035.0,2,2,0,2,1,482.51,258.75,6.943122422819428,6.181071997202737
Constructed Space,0,Fingal,2,1000.0,2,1,0,7,2,1100.95,250.0,6.90875477931522,7.0048366166327005
Extended Coverage,0,DCC,2,1179.0,2,2,1,4,2,475.08,294.75,7.07326971745971,6.165585907336596
Extended Coverage,0,DCC,3,1650.0,3,1,1,4,2,577.82,275.0,7.409136443920128,6.360991548410517
Constructed Space,0,Fingal,3,1430.0,3,1,0,6,2,624.25,238.33333333333334,7.266128779556451,6.4381515697577285
Extended Coverage,0,Fingal,3,1130.0,2,2,0,7,2,582.57,226.0,7.030857476116121,6.369164410255378
Extended Coverage,0,DCC,3,1850.0,2,2,0,6,2,674.86,370.0,7.523481312573497,6.515985954002959
Extended Coverage,0,DCC,3,1340.0,3,2,1,5,2,459.42,223.33333333333334,7.201170883281678,6.132139116390751
Land Parcel,0,Fingal,2,600.0,2,0,0,3,1,567.5,150.0,6.398594934535208,6.343001313190591
Extended Coverage,0,Fingal,2,1160.0,2,1,0,7,2,538.15,290.0,7.057036981697891,6.289993825328081
Constructed Space,0,Fingal,1,1200.0,2,1,0,6,2,425.62,400.0,7.0909098220799835,6.055893687263672
Constructed Space,230,Other,2,1116.0,2,1,0,6,2,382.4,279.0,7.018401799069201,5.949078830611544
Constructed Space,0,Fingal,2,1090.0,2,2,0,3,1,468.58,272.5,6.994849985833071,6.151838678169112
Extended Coverage,0,DCC,2,1100.0,2,1,0,2,1,464.32,275.0,7.00397413672268,6.142725340948566
Extended Coverage,230,South Dublin,3,1365.0,2,1,1,3,1,283.79,273.0,7.2196420401307355,5.651752066561817
Extended Coverage,50,Fingal,3,1484.0,3,2,0,4,2,605.66,247.33333333333334,7.3031700512368,6.407968502331363
Extended Coverage,0,Fingal,3,1630.0,3,2,1,5,2,473.5,271.6666666666667,7.396948602621014,6.162261618049983
Extended Coverage,138,Dun Laoghaire,3,1451.0,2,2,0,6,2,410.12,290.2,7.280697195384741,6.018885142683974
Extended Coverage,200,Dun Laoghaire,2,1330.0,2,1,1,1,0,913.12,332.5,7.193685818395112,6.817961853864683
Extended Coverage,0,Dun Laoghaire,3,2127.0,3,2,1,1,0,720.38,354.5,7.662937850461535,6.581166044214873
Land Parcel,0,Fingal,4,1260.0,4,2,0,4,2,585.52,157.5,7.13966033596492,6.374206768108879
Extended Coverage,0,Dun Laoghaire,3,1173.0,2,2,0,5,2,442.68,234.6,7.068172000388042,6.095103581867468
Extended Coverage,0,DCC,3,1445.0,2,1,1,4,2,439.86,289.0,7.27655640271871,6.088727364728192
Extended Coverage,0,DCC,2,1197.0,2,1,1,6,2,454.0,299.25,7.088408778675395,6.12029741895095
Extended Coverage,0,Dun Laoghaire,3,1450.0,3,3,0,3,1,488.44,241.66666666666666,7.280008252884188,6.193261880402593
Extended Coverage,0,Dun Laoghaire,2,1187.0,2,1,0,7,2,361.92,296.75,7.080026499922591,5.8941824243014285
Extended Coverage,230,Fingal,2,1050.0,2,2,0,4,2,443.19,262.5,6.957497370876951,6.09625239882511
Extended Coverage,138,DCC,3,1370.0,2,2,0,4,2,454.0,274.0,7.223295679562314,6.12029741895095
Extended Coverage,0,Dun Laoghaire,2,1036.0,2,2,1,7,2,431.32,259.0,6.9440872082295275,6.069166054771834
Extended Coverage,169,DCC,3,1275.0,3,2,1,7,2,366.76,212.5,7.151485463904735,5.907430551497972
Extended Coverage,0,DCC,4,2010.0,3,2,1,2,1,649.38,287.14285714285717,7.606387389772652,6.477556807453297
Extended Coverage,0,DCC,2,1418.0,2,2,1,6,2,848.45,354.5,7.257707677160043,6.744589081227923
Extended Coverage,0,Dun Laoghaire,2,1265.0,2,2,1,3,1,418.11,316.25,7.143617602704121,6.0381334153001465
Extended Coverage,0,South Dublin,3,1576.0,3,2,0,2,1,417.7,262.6666666666667,7.3632795869630385,6.037154673025098
Extended Coverage,0,South Dublin,2,1148.0,2,1,1,1,0,553.66,287.0,7.046647277848756,6.318355313410043
Extended Coverage,0,Fingal,2,1000.0,2,1,0,6,2,408.6,250.0,6.90875477931522,6.015181073725298
Extended Coverage,0,South Dublin,3,1293.0,2,2,0,4,2,746.13,258.6,7.165493475060845,6.616239199442587
Land Parcel,138,DCC,3,1200.0,2,0,1,7,2,624.25,240.0,7.0909098220799835,6.4381515697577285
Extended Coverage,0,South Dublin,2,1210.0,2,3,1,2,1,703.51,302.5,7.099201743553092,6.557502525702153
Constructed Space,0,DCC,2,1126.0,2,1,0,2,1,695.52,281.5,7.027314514039777,6.546096507811182
Constructed Space,0,South Dublin,3,1840.0,4,1,0,7,2,1079.48,262.85714285714283,7.518064181233078,6.985160665826532
Constructed Space,0,Fingal,3,1440.0,2,0,0,1,0,551.74,288.0,7.273092595999522,6.31488772821253
Constructed Space,0,DCC,3,1300.0,2,2,0,6,2,454.0,260.0,7.170888478512505,6.12029741895095
Extended Coverage,0,Dun Laoghaire,2,1276.0,2,2,0,6,2,667.12,319.0,7.152268856032539,6.5044677981217465
Extended Coverage,0,Dun Laoghaire,2,1216.0,2,1,1,1,0,774.71,304.0,7.104144092987527,6.653778738995527
Extended Coverage,108,Fingal,1,840.0,1,0,0,1,0,1013.39,420.0,6.734591659972948,6.922042725590207
Constructed Space,0,South Dublin,2,1126.0,2,2,1,4,2,393.12,281.5,7.027314514039777,5.976655431454274
Extended Coverage,138,Fingal,2,1162.0,2,0,0,5,2,634.9,290.5,7.0587581525186645,6.455041318273362
Extended Coverage,0,Dun Laoghaire,2,1301.0,2,2,0,3,1,567.06,325.25,7.171656822768514,6.342227046945111
Extended Coverage,353,DCC,1,658.0,1,1,1,3,1,586.47,329.0,6.490723534502507,6.375825180884725
Constructed Space,0,Fingal,3,1208.51,3,2,0,7,2,394.45,201.41833333333332,7.097970597895192,5.980024356965426
Extended Coverage,0,Fingal,2,1133.0,2,2,0,3,1,384.78,283.25,7.033506484287697,5.955267258796094
Extended Coverage,0,Fingal,3,1760.0,2,1,0,6,2,748.07,352.0,7.473637108496206,6.618832437094223
Extended Coverage,0,DCC,3,1075.0,2,1,0,4,2,549.02,215.0,6.98100574072173,6.309954641201739
Extended Coverage,0,DCC,2,940.0,2,1,1,7,2,306.45,235.0,6.846943139585379,5.7283124723994785
Extended Coverage,0,South Dublin,2,1145.0,2,2,1,7,2,565.02,286.25,7.044032897274685,6.338629413267938
Constructed Space,0,South Dublin,2,1300.0,2,2,1,1,0,436.54,325.0,7.170888478512505,6.08116813018976
Extended Coverage,0,South Dublin,3,2040.0,3,2,1,1,0,1112.75,340.0,7.621195162809845,7.0154879787850195
Land Parcel,0,DCC,4,2420.0,4,1,0,4,2,891.12,302.5,7.791935956938058,6.793600652679757
Constructed Space,0,South Dublin,2,1216.0,2,1,0,2,1,746.71,304.0,7.104144092987527,6.617015202264435
Extended Coverage,0,Fingal,3,1459.0,2,1,0,4,2,855.72,291.8,7.286191714702382,6.753111144092619
Extended Coverage,0,DCC,3,1622.0,2,0,0,2,1,559.8,324.4,7.392031567514591,6.32936433572038
Extended Coverage,0,Dun Laoghaire,3,1843.0,3,2,1,2,1,523.47,307.1666666666667,7.519692404116539,6.262388228869731
Extended Coverage,19,South Dublin,2,1274.0,2,1,0,6,2,721.62,318.5,7.150701457592526,6.582883496160574
Land Parcel,0,Fingal,2,600.0,1,1,0,2,1,983.67,200.0,6.398594934535208,6.892306559657838
Extended Coverage,0,South Dublin,3,1430.0,2,1,0,3,1,551.63,286.0,7.266128779556451,6.314688699832235
Extended Coverage,0,DCC,3,1565.0,2,2,0,2,1,419.99,313.0,7.356279876550748,6.042609080431154
Extended Coverage,0,Fingal,3,1670.0,3,2,1,6,2,1087.43,278.3333333333333,7.421177528595393,6.992491569925038
Extended Coverage,0,Fingal,3,1695.0,3,2,0,5,2,1004.42,282.5,7.4360278163518485,6.913160643640688
Extended Coverage,0,Fingal,2,1410.0,2,2,0,2,1,603.72,352.5,7.252053951852814,6.404765540983921
Extended Coverage,0,Fingal,2,1060.0,2,3,0,4,2,449.72,265.0,6.966967138613983,6.110846304128063
Constructed Space,0,Dun Laoghaire,2,1120.0,2,2,0,5,2,506.7,280.0,7.02197642307216,6.229890721953349
Land Parcel,0,DCC,2,880.0,2,0,1,7,2,644.89,220.0,6.78105762593618,6.470629210645778
Extended Coverage,353,DCC,2,1083.0,2,1,1,4,2,340.5,270.75,6.988413181999592,5.833347679010845
Extended Coverage,0,South Dublin,3,1435.0,3,3,0,6,2,452.42,239.16666666666666,7.269616749608169,6.116818848260683
Extended Coverage,0,South Dublin,3,1425.0,2,2,1,1,0,453.92,285.0,7.262628600974241,6.120121579316244
Extended Coverage,0,South Dublin,2,900.0,2,3,1,1,0,630.56,225.0,6.803505257608338,6.448192949153688
Constructed Space,355,Dun Laoghaire,1,693.0,1,1,0,5,2,561.77,346.5,6.542471960506805,6.332871018915426
Extended Coverage,354,Dun Laoghaire,4,2435.0,4,3,1,1,0,554.68,304.375,7.798112628829788,6.320192588995764
Extended Coverage,230,South Dublin,3,1920.0,3,2,0,7,2,886.72,320.0,7.560601162768557,6.788656377954529
Extended Coverage,77,Dun Laoghaire,1,630.0,1,1,0,4,2,846.75,315.0,6.447305862541213,6.742585781005748
Extended Coverage,0,DCC,3,1075.0,2,1,1,1,0,527.91,215.0,6.98100574072173,6.270818285059012
Extended Coverage,0,South Dublin,1,705.0,1,1,0,4,2,885.46,352.5,6.559615237493242,6.787236003232873
Extended Coverage,352,Fingal,3,1200.0,2,2,1,4,2,715.05,240.0,7.0909098220799835,6.573749996924711
Extended Coverage,0,Fingal,2,1532.0,2,2,0,5,2,459.33,383.0,7.334981878871814,6.131943623585349
Extended Coverage,0,South Dublin,2,1330.0,2,1,0,7,2,793.65,332.5,7.193685818395112,6.677901766142829
Constructed Space,0,Dun Laoghaire,3,1530.0,2,2,0,5,2,445.1,306.0,7.333676395657684,6.100543142134219
Extended Coverage,0,DCC,2,1105.0,2,2,1,6,2,431.4,276.25,7.00850518208228,6.069351085765053
Extended Coverage,199,DCC,3,1630.0,3,1,1,7,2,662.2,271.6666666666667,7.396948602621014,6.497076603821085
Constructed Space,0,Fingal,2,1256.0,2,1,0,3,1,567.5,314.0,7.136483208590247,6.343001313190591
Constructed Space,0,DCC,3,1595.0,2,3,0,5,2,533.7,319.0,7.3752557780097545,6.281705841954686
Extended Coverage,0,Fingal,2,1000.0,2,2,1,2,1,601.55,250.0,6.90875477931522,6.401170649473401
