ID,property_scope,availability,location,size,total_sqft,bath,balcony,buying or not buying,BER,Renovation needed,price-per-sqft-$
5720,Extended Coverage,19-Nov,South Dublin,2 BED,674,1,1,No,G,Yes,335.1097923
5721,Extended Coverage,Ready To Move,Fingal,2 BED,1220,2,1,Yes,D,Yes,548.8934426
5722,Extended Coverage,Ready To Move,Fingal,2 BED,1027,2,2,No,C,Maybe,486.2706913
5723,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1025,2,1,No,C,Maybe,542.5853659
5724,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1430,2,3,Yes,B,Maybe,432.5699301
5725,Extended Coverage,Ready To Move,DCC,2 BED,1235,2,3,No,B,Maybe,597.3684211
5726,Extended Coverage,Ready To Move,DCC,3 BED,1291,2,3,No,G,Yes,281.3323005
5727,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1498,3,2,No,F,Yes,719.7930574
5728,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,2180,3,2,No,C,Maybe,1249.541284
5729,Extended Coverage,18-Apr,Dun Laoghaire,2 BED,1000,2,1,No,D,Yes,337.095
5730,Land Parcel,Ready To Move,Fingal,2 Bedroom,922,2,1,No,C,Maybe,861.7136659
5731,Constructed Space,Ready To Move,Fingal,2 BED,850,2,1,Yes,E,Yes,961.4117647
5732,Land Parcel,Ready To Move,Fingal,3 Bedroom,750,3,2,No,F,Yes,2345.666667
5733,Extended Coverage,Ready To Move,South Dublin,2 BED,1123,2,2,Yes,E,Yes,646.8388246
5734,Extended Coverage,Ready To Move,Fingal,2 BED,1235,2,1,No,F,Yes,689.2712551
5735,Extended Coverage,Ready To Move,South Dublin,2 BED,1250,2,1,No,C,Maybe,504.3936
5736,Land Parcel,Ready To Move,Dun Laoghaire,4 Bedroom,2403,5,,Yes,C,Maybe,1700.374532
5737,Extended Coverage,18-Nov,Dun Laoghaire,2 BED,984,2,1,Yes,B,Maybe,529.550813
5738,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1305,2,1,Yes,A,No,861.0344828
5739,Land Parcel,Ready To Move,Fingal,2 Bedroom,1200,1,0,No,D,Yes,614.7916667
5740,Land Parcel,Ready To Move,Fingal,3 Bedroom,600,3,1,No,A,No,1702.5
5741,Extended Coverage,19-Jun,Dun Laoghaire,4 BED,2790,5,3,No,D,Yes,829.8924731
5742,Extended Coverage,Ready To Move,DCC,4 BED,2010,3,2,Yes,D,Yes,705.8457711
5743,Constructed Space,Ready To Move,DCC,2 BED,995,2,0,Yes,D,Yes,479.0954774
5744,Constructed Space,Ready To Move,South Dublin,2 BED,1277,2,2,No,B,Maybe,524.3931088
5745,Extended Coverage,Ready To Move,Fingal,2 BED,1236,2,2,No,E,Yes,563.183657
5746,Extended Coverage,Ready To Move,DCC,2 BED,1265,2,3,No,A,No,601.1462451
5747,Extended Coverage,18-Apr,Dun Laoghaire,1 BED,525,,,Yes,A,No,583.7142857
5748,Constructed Space,Ready To Move,South Dublin,5 BED,2570,4,,No,C,Maybe,622.7042802
5749,Land Parcel,Ready To Move,Fingal,4 Bedroom,2400,5,3,No,B,Maybe,1844.375
5750,Extended Coverage,Ready To Move,Fingal,3 BED,1442,3,2,No,B,Maybe,442.665742
5751,Extended Coverage,Ready To Move,South Dublin,2 BED,1224,2,2,No,B,Maybe,649.1013072
5752,Extended Coverage,Ready To Move,DCC,2 BED,1205,2,1,Yes,B,Maybe,555.7261411
5753,Extended Coverage,Ready To Move,Fingal,2 BED,1233,2,3,Yes,C,Maybe,920.5190592
5754,Extended Coverage,Ready To Move,South Dublin,2 BED,1312,2,3,No,C,Maybe,596.9131098
5755,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1449,3,2,No,E,Yes,704.9689441
5756,Extended Coverage,Ready To Move,South Dublin,2 BED,1090,2,1,No,D,Yes,562.293578
5757,Land Parcel,Ready To Move,DCC,5 Bedroom,2100,5,0,No,B,Maybe,810.7142857
5758,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1390,2,3,No,C,Maybe,510.7496403
5759,Extended Coverage,Ready To Move,DCC,2 BED,1200,2,3,Yes,B,Maybe,737.75
5760,Land Parcel,Ready To Move,South Dublin,4 Bedroom,600,2,2,No,D,Yes,945.8333333
5761,Extended Coverage,Ready To Move,South Dublin,2 BED,1000,2,2,No,C,Maybe,658.3
5762,Land Parcel,18-Oct,DCC,4 Bedroom,2400,5,2,No,A,No,898.5416667
5763,Extended Coverage,21-Dec,Dun Laoghaire,3 BED,1732,3,1,No,D,Yes,561.7984988
5764,Extended Coverage,Ready To Move,DCC,2 BED,1290,2,2,No,D,Yes,703.875969
5765,Extended Coverage,Ready To Move,Fingal,3 BED,1840,3,3,No,C,Maybe,524.3206522
5766,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1917,4,2,Yes,G,Yes,592.0709442
5767,Constructed Space,Ready To Move,Fingal,2 BED,1100,2,2,Yes,D,Yes,588.1363636
5768,Extended Coverage,Ready To Move,South Dublin,3 BED,1455,2,3,Yes,A,No,468.0412371
5769,Extended Coverage,18-Dec,Fingal,4 BED,2774,4,3,No,C,Maybe,851.0454218
5770,Land Parcel,Ready To Move,Fingal,5 Bedroom,1200,5,,Yes,G,Yes,2411.875
5771,Extended Coverage,Ready To Move,South Dublin,3 BED,1425,2,2,No,G,Yes,517.7192982
5772,Extended Coverage,18-Dec,Dun Laoghaire,3 BED,1655,3,1,Yes,A,No,774.9546828
5773,Extended Coverage,18-Mar,Fingal,4 BED,2805,5,3,No,A,No,647.4153298
5774,Constructed Space,Ready To Move,Fingal,7 Bedroom,600,7,3,No,A,No,1759.25
5775,Extended Coverage,Ready To Move,Fingal,2 BED,1040,2,1,No,A,No,510.6403846
5776,Extended Coverage,Ready To Move,DCC,2 BED,1126,2,1,No,F,Yes,554.3960924
5777,Land Parcel,Ready To Move,South Dublin,6 Bedroom,1600,4,1,No,G,Yes,1418.75
5778,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1250,2,1,Yes,A,No,504.3936
5779,Land Parcel,Ready To Move,Dun Laoghaire,4 Bedroom,1800,4,2,No,D,Yes,1135
5780,Land Parcel,Ready To Move,Other,2 Bedroom,1200,2,0,No,A,No,501.2916667
5781,Constructed Space,Ready To Move,Fingal,4 BED,2050,3,1,No,F,Yes,553.6585366
5782,Extended Coverage,Ready To Move,Dun Laoghaire,1 BED,530,1,1,Yes,A,No,630.4603774
5783,Constructed Space,19-Jun,DCC,4 Bedroom,2580 - 2591,4,0,No,F,Yes,
5784,Extended Coverage,Ready To Move,South Dublin,2 BED,883,2,1,No,G,Yes,475.594564
5785,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1490,2,2,Yes,D,Yes,454
5786,Extended Coverage,Ready To Move,DCC,2 BED,1295,2,2,No,B,Maybe,832.6254826
5787,Extended Coverage,Ready To Move,South Dublin,3 BED,1275,3,1,No,F,Yes,525.2156863
5788,Extended Coverage,Ready To Move,Fingal,2 BED,800,2,2,No,F,Yes,425.625
5789,Extended Coverage,Ready To Move,DCC,1 BED,1200,1,0,No,E,Yes,898.5416667
5790,Extended Coverage,Ready To Move,DCC,2 BED,1063,2,1,No,G,Yes,619.2850423
5791,Extended Coverage,Ready To Move,DCC,1 BED,656,1,1,No,B,Maybe,743.9786585
5792,Extended Coverage,Ready To Move,Other,2 BED,1125,2,2,No,A,No,363.2
5793,Extended Coverage,18-Dec,Fingal,2 BED,881,2,1,Yes,G,Yes,619.1611805
5794,Land Parcel,Ready To Move,Fingal,9 Bedroom,1350,8,2,No,C,Maybe,1681.481481
5795,Constructed Space,Ready To Move,DCC,2 BED,700,1,1,No,F,Yes,518.8571429
5796,Land Parcel,Ready To Move,Fingal,3 Bedroom,1936,3,0,No,F,Yes,644.8863636
5797,Extended Coverage,18-Dec,DCC,3 BED,1680,3,1,No,E,Yes,682.3511905
5798,Extended Coverage,Ready To Move,South Dublin,2 BED,1253,2,2,No,E,Yes,516.32083
5799,Extended Coverage,Ready To Move,Fingal,3 BED,1640,3,3,Yes,A,No,1591.768293
5800,Extended Coverage,Ready To Move,DCC,3 BED,1082,3,2,No,C,Maybe,524.4916821
5801,Constructed Space,18-Dec,Dun Laoghaire,2 BED,1065,2,1,No,E,Yes,327.7107981
5802,Extended Coverage,18-Dec,South Dublin,3 BED,2100,4,2,No,D,Yes,783.6904762
5803,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1070,2,1,No,G,Yes,615.2336449
5804,Extended Coverage,16-Sep,Fingal,3 BED,1280,3,2,No,C,Maybe,510.75
5805,Land Parcel,18-Apr,Fingal,5 Bedroom,1200,5,2,No,A,No,2837.5
5806,Constructed Space,18-Aug,Fingal,2 BED,1125,2,1,No,G,Yes,295.0995556
5807,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1755,3,2,No,C,Maybe,789.002849
5808,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1210,2,1,Yes,F,Yes,506.5289256
5809,Extended Coverage,18-Sep,Fingal,2 BED,951,2,2,No,E,Yes,363.1756046
5810,Constructed Space,18-Apr,Dun Laoghaire,3 BED,1500,2,1,Yes,G,Yes,567.5
5811,Extended Coverage,Ready To Move,Fingal,3 BED,1652.5,3,2,No,G,Yes,618.1543116
5812,Extended Coverage,Ready To Move,DCC,3 BED,1381,2,2,Yes,F,Yes,626.0992035
5813,Extended Coverage,18-Dec,Dun Laoghaire,2 BED,1085,2,1,No,F,Yes,596.2672811
5814,Extended Coverage,18-Apr,Dun Laoghaire,1 BED,905,1,1,Yes,A,No,627.0718232
5815,Extended Coverage,Ready To Move,Fingal,3 BED,1685,3,2,Yes,E,Yes,639.9109792
5816,Extended Coverage,Ready To Move,South Dublin,2 BED,1200,2,2,No,F,Yes,709.375
5817,Extended Coverage,Ready To Move,South Dublin,2 BED,1151,2,1,Yes,C,Maybe,423.03649
5818,Constructed Space,Ready To Move,DCC,4 Bedroom,3532,3,3,No,A,No,546.2910532
5819,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1665,3,2,No,C,Maybe,592.4492492
5820,Constructed Space,Ready To Move,Fingal,2 BED,800,2,1,No,D,Yes,567.5
5821,Constructed Space,Ready To Move,South Dublin,2 Bedroom,1050,2,1,Yes,F,Yes,1751.142857
5822,Extended Coverage,Ready To Move,South Dublin,2 BED,1030,2,2,No,E,Yes,512.4029126
5823,Extended Coverage,Ready To Move,DCC,2 BED,1257,2,1,Yes,F,Yes,641.3603819
5824,Extended Coverage,18-Dec,Dun Laoghaire,3 BED,1600,3,2,No,F,Yes,581.6875
5825,Extended Coverage,Ready To Move,South Dublin,3 BED,1465,3,3,No,D,Yes,581.0580205
5826,Extended Coverage,Ready To Move,DCC,3 BED,1650,3,2,Yes,G,Yes,763.5454545
5827,Extended Coverage,Ready To Move,Fingal,2 BED,1243,2,2,No,G,Yes,420.0321802
5828,Constructed Space,Ready To Move,Fingal,2 Bedroom,680,1,1,Yes,E,Yes,1335.294118
5829,Land Parcel,18-Aug,Dun Laoghaire,4 Bedroom,1230,4,2,No,G,Yes,738.2113821
5830,Extended Coverage,Ready To Move,DCC,2 BED,1300,2,2,No,A,No,715.9230769
5831,Constructed Space,Ready To Move,DCC,2 BED,1000,2,1,No,C,Maybe,505.075
5832,Extended Coverage,Ready To Move,Fingal,2 BED,1146,2,1,Yes,D,Yes,532.8359511
5833,Extended Coverage,Ready To Move,Fingal,6 BED,1200,6,3,No,C,Maybe,1135
5834,Extended Coverage,18-Mar,DCC,3 BED,2601,4,,No,C,Maybe,1361.476355
5835,Extended Coverage,Ready To Move,Fingal,3 BED,2159,3,2,No,C,Maybe,578.2769801
5836,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1255,2,2,No,D,Yes,361.752988
5837,Extended Coverage,Ready To Move,Fingal,2 BED,1130,2,2,Yes,B,Maybe,602.6548673
5838,Extended Coverage,Ready To Move,South Dublin,2 BED,1200,2,1,No,C,Maybe,567.5
5839,Constructed Space,Ready To Move,Dun Laoghaire,2 BED,1040,2,1,No,C,Maybe,403.7980769
5840,Land Parcel,Ready To Move,DCC,8 Bedroom,1500,8,2,No,B,Maybe,1135
5841,Land Parcel,Ready To Move,Fingal,4 Bedroom,906,3,2,No,C,Maybe,689.01766
5842,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1180,2,1,No,D,Yes,397.2491525
5843,Land Parcel,Ready To Move,Fingal,7 Bedroom,1200,7,2,No,A,No,1598.458333
5844,Land Parcel,Ready To Move,Fingal,6 Bedroom,850,7,2,No,F,Yes,1335.294118
5845,Extended Coverage,Ready To Move,DCC,2 BED,1200,2,3,No,A,No,444.5416667
5846,Constructed Space,Ready To Move,Dun Laoghaire,3 BED,1374,3,2,No,C,Maybe,421.2882096
5847,Extended Coverage,Ready To Move,Fingal,9 BED,4700,10,3,No,B,Maybe,313.9361702
5848,Extended Coverage,19-Dec,Dun Laoghaire,1 BED,613 - 648,1,0,Yes,F,Yes,
5849,Land Parcel,Ready To Move,Fingal,3 Bedroom,2400,2,0,No,D,Yes,2270
5850,Extended Coverage,Ready To Move,Fingal,2 BED,1027,2,2,No,B,Maybe,486.2706913
5851,Land Parcel,Ready To Move,Fingal,5 Bedroom,1200,4,,No,E,Yes,1229.583333
5852,Extended Coverage,Ready To Move,DCC,3 BED,2384,4,2,Yes,E,Yes,785.5494966
5853,Extended Coverage,19-Aug,Dun Laoghaire,3 BED,1033,2,2,No,G,Yes,312.1519845
5854,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1200,2,1,No,F,Yes,510.75
5855,Constructed Space,Ready To Move,Fingal,3 BED,2017,3,2,No,B,Maybe,590.8527516
5856,Land Parcel,Ready To Move,Other,3 Bedroom,1500,3,2,Yes,D,Yes,1044.2
5857,Extended Coverage,Ready To Move,Fingal,2 BED,700,2,0,No,A,No,697.2142857
5858,Land Parcel,Ready To Move,South Dublin,6 Bedroom,1150,6,2,Yes,G,Yes,740.2173913
5859,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1495,2,2,Yes,E,Yes,397.2876254
5860,Extended Coverage,Ready To Move,DCC,2 BED,1302,2,1,No,B,Maybe,597.1390169
5861,Constructed Space,18-Mar,Dun Laoghaire,1 BED,905,1,1,Yes,B,Maybe,652.1546961
5862,Extended Coverage,Ready To Move,Fingal,2 BED,1303,2,1,No,F,Yes,485.9677667
5863,Constructed Space,Ready To Move,DCC,3 BED,1350,3,0,Yes,G,Yes,596.9259259
5864,Extended Coverage,Ready To Move,DCC,3 BED,1380,2,2,No,A,No,781.3405797
5865,Extended Coverage,Ready To Move,DCC,3 BED,1620,3,1,Yes,E,Yes,770.6790123
5866,Constructed Space,Ready To Move,Fingal,4 Bedroom,4800,4,3,No,F,Yes,591.1458333
5867,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1000,2,1,Yes,D,Yes,436.975
5868,Land Parcel,Ready To Move,DCC,3 Bedroom,800,4,0,No,F,Yes,1248.5
5869,Extended Coverage,18-Apr,Dun Laoghaire,2 BED,1250,1,1,Yes,D,Yes,490.32
5870,Constructed Space,Ready To Move,Fingal,3 BED,1750,3,3,No,C,Maybe,1102.571429
5871,Extended Coverage,Ready To Move,Fingal,3 BED,997,3,2,No,B,Maybe,626.1283852
5872,Extended Coverage,15-Oct,DCC,3 BED,1760,3,,No,F,Yes,715.8238636
5873,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1322,2,2,Yes,C,Maybe,643.9107413
5874,Land Parcel,Ready To Move,Fingal,3 Bedroom,1365,3,0,No,C,Maybe,823.1868132
5875,Extended Coverage,Ready To Move,Fingal,3 BED,1500,3,2,No,D,Yes,945.8333333
5876,Extended Coverage,Ready To Move,DCC,3 BED,1256,2,2,No,D,Yes,451.8312102
5877,Extended Coverage,Ready To Move,DCC,2 BED,941,2,2,No,A,No,578.9585547
5878,Land Parcel,Ready To Move,DCC,4 Bedroom,5000,4,3,No,B,Maybe,1055.55
5879,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1665,3,2,Yes,A,No,590.2
5880,Extended Coverage,Ready To Move,Fingal,2 BED,1414,2,,No,B,Maybe,675.7022631
5881,Extended Coverage,Ready To Move,Fingal,3 BED,1270,2,3,No,G,Yes,493.7692913
5882,Land Parcel,Ready To Move,Fingal,3 Bedroom,800,2,2,Yes,A,No,1135
5883,Land Parcel,Ready To Move,Fingal,4 Bedroom,4100,3,0,No,D,Yes,830.4878049
5884,Constructed Space,Ready To Move,Fingal,6 Bedroom,1800,3,,No,D,Yes,662.0833333
5885,Constructed Space,Ready To Move,Fingal,2 BED,850,2,0,No,G,Yes,467.3529412
5886,Extended Coverage,21-Mar,Dun Laoghaire,1 BED,712,1,1,No,E,Yes,612.7724719
5887,Extended Coverage,17-Dec,Fingal,4 BED,2563 - 2733,5,0,Yes,A,No,
5888,Land Parcel,Ready To Move,Fingal,3 Bedroom,900,4,2,Yes,G,Yes,2270
5889,Land Parcel,Ready To Move,DCC,2 Bedroom,900,2,0,No,E,Yes,693.6111111
5890,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1200,2,1,Yes,D,Yes,463.4583333
5891,Extended Coverage,Ready To Move,Fingal,1 BED,654,1,1,No,G,Yes,381.8042813
5892,Extended Coverage,Ready To Move,Fingal,2 BED,708,1,1,Yes,A,No,881.7090395
5893,Land Parcel,Ready To Move,Fingal,4 Bedroom,600,5,3,No,B,Maybe,1418.75
5894,Constructed Space,Ready To Move,Fingal,3 BED,1680,3,3,No,F,Yes,912.0535714
5895,Extended Coverage,Ready To Move,Fingal,2 BED,990,2,2,No,F,Yes,664.9494949
5896,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1380,2,1,No,G,Yes,345.4347826
5897,Extended Coverage,18-May,Dun Laoghaire,2 BED,1088,2,2,Yes,A,No,646.7830882
5898,Extended Coverage,Ready To Move,DCC,3 BED,1414,3,2,No,F,Yes,622.082744
5899,Constructed Space,Ready To Move,Fingal,2 BED,1240,2,1,No,G,Yes,915.3225806
5900,Constructed Space,Ready To Move,Fingal,3 BED,1810,3,3,No,B,Maybe,739.9447514
5901,Extended Coverage,19-Dec,Fingal,3 BED,2005,3,2,No,C,Maybe,1358.603491
5902,Extended Coverage,Ready To Move,DCC,2 BED,1185,2,2,No,B,Maybe,555.5274262
5903,Land Parcel,18-Oct,Dun Laoghaire,3 Bedroom,1200,3,2,No,D,Yes,540.5433333
5904,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1070,2,1,No,C,Maybe,551.588785
5905,Extended Coverage,Ready To Move,Fingal,2 BED,1265,2,1,No,G,Yes,520.3952569
5906,Constructed Space,Ready To Move,Fingal,2 BED,1100,2,1,No,F,Yes,567.5
5907,Constructed Space,Ready To Move,Fingal,2 BED,1035,2,2,No,B,Maybe,482.5120773
5908,Extended Coverage,Ready To Move,South Dublin,1 BED,605 - 624,1,0,No,B,Maybe,
5909,Constructed Space,Ready To Move,Fingal,2 BED,1000,2,1,No,G,Yes,1100.95
5910,Extended Coverage,Ready To Move,DCC,2 BED,1179,2,2,Yes,D,Yes,475.0822731
5911,Extended Coverage,Ready To Move,DCC,3 BED,1650,3,1,Yes,D,Yes,577.8181818
5912,Land Parcel,Ready To Move,Other,6 Bedroom,2800,4,3,Yes,G,Yes,405.3571429
5913,Land Parcel,Ready To Move,Other,8 Bedroom,3500,6,2,Yes,E,Yes,389.1428571
5914,Constructed Space,Ready To Move,Fingal,3 BED,1430,3,1,No,F,Yes,624.2496503
5915,Extended Coverage,Ready To Move,Fingal,3 BED,1130,2,2,No,G,Yes,582.5663717
5916,Extended Coverage,Ready To Move,DCC,3 BED,1850,2,,No,F,Yes,674.8648649
5917,Extended Coverage,Ready To Move,DCC,3 BED,1340,3,2,Yes,E,Yes,459.4208955
5918,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,4260 - 4408,,,Yes,D,Yes,
5919,Land Parcel,Ready To Move,Fingal,2 Bedroom,600,2,0,No,C,Maybe,567.5
5920,Extended Coverage,Ready To Move,DCC,3 BED,2582,5,2,No,A,No,1098.954299
5921,Extended Coverage,Ready To Move,Fingal,2 BED,1160,2,1,No,G,Yes,538.1465517
5922,Constructed Space,Ready To Move,Fingal,1 Bedroom,1200,2,1,No,F,Yes,425.625
5923,Constructed Space,18-Aug,Other,2 BED,1116,2,1,No,F,Yes,382.4014337
5924,Land Parcel,Ready To Move,Other,3 Bedroom,600,2,1,Yes,E,Yes,1607.916667
5925,Extended Coverage,Ready To Move,South Dublin,3 BED,2663,4,1,No,E,Yes,1440.593316
5926,Constructed Space,Ready To Move,Fingal,2 BED,1090,2,2,No,C,Maybe,468.5779817
5927,Extended Coverage,Ready To Move,DCC,2 BED,1100,2,1,No,B,Maybe,464.3181818
5928,Extended Coverage,18-Aug,South Dublin,3 BED,1365,2,1,Yes,C,Maybe,283.7912088
5929,Extended Coverage,20-Feb,Fingal,3 BED,1484,3,2,No,D,Yes,605.6644205
5930,Extended Coverage,Ready To Move,Fingal,3 BED,1630,3,2,Yes,E,Yes,473.4969325
5931,Extended Coverage,18-May,Dun Laoghaire,3 BED,1451,2,2,No,F,Yes,410.1171606
5932,Extended Coverage,19-Jul,Dun Laoghaire,2 BED,1330,2,1,Yes,A,No,913.1203008
5933,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,2127,3,2,Yes,A,No,720.3808181
5934,Land Parcel,Ready To Move,Fingal,5 Bedroom,875,5,3,Yes,B,Maybe,1556.571429
5935,Land Parcel,Ready To Move,Fingal,4 Bedroom,1260,4,2,No,D,Yes,585.515873
5936,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1173,2,2,No,E,Yes,442.6786019
5937,Extended Coverage,Ready To Move,DCC,3 BED,1445,2,1,Yes,D,Yes,439.8615917
5938,Extended Coverage,Ready To Move,Fingal,4 BED,2250,4,1,No,A,No,2017.777778
5939,Land Parcel,18-Dec,Fingal,3 Bedroom,1500,4,2,No,C,Maybe,1808.433333
5940,Extended Coverage,18-Nov,Dun Laoghaire,3 BED,1349 - 3324,3,0,No,F,Yes,
5941,Extended Coverage,Ready To Move,DCC,2 BED,1197,2,1,Yes,F,Yes,454
5942,Land Parcel,Ready To Move,South Dublin,4 Bedroom,1200,4,1,No,F,Yes,2128.125
5943,Extended Coverage,Ready To Move,Dun Laoghaire,5 BED,3930,7,,No,G,Yes,950.1653944
5944,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1450,3,3,No,C,Maybe,488.4413793
5945,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1187,2,1,No,G,Yes,361.9182814
5946,Land Parcel,Ready To Move,Fingal,6 Bedroom,4000,6,3,No,E,Yes,2411.875
5947,Extended Coverage,18-Aug,Fingal,2 BED,1050,2,2,No,D,Yes,443.1904762
5948,Extended Coverage,18-May,DCC,3 BED,1370,2,2,No,D,Yes,454
5949,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1036,2,2,Yes,G,Yes,431.3214286
5950,Extended Coverage,18-Jun,DCC,3 BED,1275,3,2,Yes,G,Yes,366.7607843
5951,Extended Coverage,Ready To Move,DCC,4 BED,2010,3,2,Yes,B,Maybe,649.3781095
5952,Extended Coverage,Ready To Move,DCC,2 BED,1418,2,2,Yes,F,Yes,848.448519
5953,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1265,2,2,Yes,C,Maybe,418.1106719
5954,Extended Coverage,Ready To Move,South Dublin,3 BED,1576,3,2,No,B,Maybe,417.7030457
5955,Extended Coverage,Ready To Move,South Dublin,2 BED,1148,2,1,Yes,A,No,553.6585366
5956,Extended Coverage,Ready To Move,Fingal,2 BED,1000,2,1,No,F,Yes,408.6
5957,Extended Coverage,Ready To Move,South Dublin,3 BED,1293,2,2,No,D,Yes,746.133024
5958,Land Parcel,18-May,DCC,3 Bedroom,1200,2,0,Yes,G,Yes,624.25
5959,Extended Coverage,Ready To Move,South Dublin,2 BED,1210,2,3,Yes,B,Maybe,703.5123967
5960,Constructed Space,Ready To Move,DCC,2 BED,1126,2,1,No,B,Maybe,695.5150977
5961,Constructed Space,Ready To Move,South Dublin,3 BED,1840,4,1,No,G,Yes,1079.483696
5962,Constructed Space,Ready To Move,Fingal,3 BED,1440,2,0,No,A,No,551.7361111
5963,Constructed Space,Ready To Move,DCC,3 BED,1300,2,2,No,F,Yes,454
5964,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1276,2,2,No,F,Yes,667.1238245
5965,Land Parcel,Ready To Move,Fingal,6 Bedroom,600,4,2,No,E,Yes,1986.25
5966,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1216,2,1,Yes,A,No,774.7121711
5967,Extended Coverage,18-Apr,Fingal,1 BED,840,1,0,No,A,No,1013.392857
5968,Land Parcel,Ready To Move,Fingal,5 Bedroom,1240,5,3,No,F,Yes,2745.967742
5969,Constructed Space,Ready To Move,South Dublin,2 BED,1126,2,2,Yes,D,Yes,393.1172291
5970,Land Parcel,Ready To Move,DCC,1 Bedroom,45,1,0,Yes,G,Yes,5801.111111
5971,Extended Coverage,18-May,Fingal,2 BED,1162,2,0,No,E,Yes,634.8967298
5972,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1301,2,2,No,C,Maybe,567.0637971
5973,Extended Coverage,19-Dec,DCC,1 BED,658,1,1,Yes,C,Maybe,586.4741641
5974,Land Parcel,Ready To Move,Fingal,3 Bedroom,1350,3,1,No,B,Maybe,2101.851852
5975,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,2500,3,2,No,G,Yes,1271.2
5976,Constructed Space,Ready To Move,South Dublin,1 BED,78.03Sq. Meter,1,1,No,E,Yes,
5977,Constructed Space,Ready To Move,Fingal,3 BED,1208.51,3,2,No,G,Yes,394.4526731
5978,Extended Coverage,Ready To Move,Fingal,2 BED,1133,2,2,No,C,Maybe,384.7775816
5979,Extended Coverage,Ready To Move,Fingal,3 BED,1760,2,1,No,F,Yes,748.0681818
5980,Extended Coverage,Ready To Move,DCC,3 BED,1075,2,1,No,D,Yes,549.0232558
5981,Extended Coverage,Ready To Move,DCC,2 BED,940,2,1,Yes,G,Yes,306.45
5982,Extended Coverage,Ready To Move,South Dublin,2 BED,1145,2,2,Yes,G,Yes,565.0218341
5983,Extended Coverage,Ready To Move,Fingal,2 BED,1255 - 1350,2,0,No,F,Yes,
5984,Constructed Space,Ready To Move,Other,4 Bedroom,3900,5,1,No,C,Maybe,1600.641026
5985,Extended Coverage,Ready To Move,Fingal,4 BED,3300 - 3335,5,0,No,G,Yes,
5986,Constructed Space,Ready To Move,South Dublin,2 BED,1300,2,2,Yes,A,No,436.5384615
5987,Extended Coverage,Ready To Move,DCC,3 BED,2475,4,3,No,F,Yes,1494.989899
5988,Extended Coverage,Ready To Move,South Dublin,3 BED,2040,3,,Yes,A,No,1112.745098
5989,Constructed Space,Ready To Move,Fingal,1 Bedroom,1200,1,0,No,E,Yes,1418.75
5990,Land Parcel,Ready To Move,DCC,4 Bedroom,2420,4,1,No,D,Yes,891.1157025
5991,Constructed Space,Ready To Move,South Dublin,2 BED,1216,2,1,No,B,Maybe,746.7105263
5992,Extended Coverage,Ready To Move,Fingal,3 BED,1459,2,1,No,D,Yes,855.723098
5993,Extended Coverage,Ready To Move,DCC,3 BED,1622,2,0,No,B,Maybe,559.8027127
5994,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1843,3,2,Yes,B,Maybe,523.4671731
5995,Extended Coverage,20-Jan,South Dublin,2 BED,1274,2,1,No,F,Yes,721.6248038
5996,Land Parcel,Ready To Move,Fingal,2 Bedroom,600,1,1,No,B,Maybe,983.6666667
5997,Extended Coverage,Ready To Move,South Dublin,3 BED,1430,2,1,No,C,Maybe,551.6258741
